"binomial_name","Family","Genus","Species","restoration","count","mean_DBH","mean_Height","relative_abundance_percent"
"Ryparosa acuminata","ACHARIACEAE","Ryparosa","acuminata","NR",4,135.75,10.6,0.224340998317443
"Sageraea elliptica","ANNONACEAE","Sageraea","elliptica","NR",2,136,11.5,0.112170499158721
"Santiria laevigata","BURSERACEAE","Santiria","laevigata","NR",6,111.333333333333,11.7833333333333,0.336511497476164
"Scaphium longifolium","MALVACEAE","Scaphium","longifolium","NR",1,454,35.7,0.0560852495793606
"Scaphium macropodum","MALVACEAE","Scaphium","macropodum","NR",5,329,22.34,0.280426247896803
"Scaphium unknown mixed","MALVACEAE","Scaphium","unknown mixed","NR",1,530,33.3,0.0560852495793606
"Scorodocarpus borneensis","OLACACEAE","Scorodocarpus","borneensis","NR",2,218.5,15.35,0.112170499158721
"Semecarpus bunburyana","ANACARDIACEAE","Semecarpus","bunburyana","NR",2,143,11.85,0.112170499158721
"Shorea agamii","DIPTEROCARPACEAE","Shorea","agamii","NR",2,111.5,12.85,0.112170499158721
"Shorea argentifolia","DIPTEROCARPACEAE","Shorea","argentifolia","NR",4,273.75,19.5,0.224340998317443
"Shorea atrinervosa","DIPTEROCARPACEAE","Shorea","atrinervosa","NR",5,162.8,17.08,0.280426247896803
"Shorea beccariana","DIPTEROCARPACEAE","Shorea","beccariana","NR",1,953,43.5,0.0560852495793606
"Shorea faguetiana","DIPTEROCARPACEAE","Shorea","faguetiana","NR",12,343.818181818182,25.8363636363636,0.673022994952328
"Shorea fallax","DIPTEROCARPACEAE","Shorea","fallax","NR",33,248.090909090909,19.130303030303,1.8508132361189
"Shorea gibbosa","DIPTEROCARPACEAE","Shorea","gibbosa","NR",24,251.666666666667,17.4875,1.34604598990466
"Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis","NR",35,581.371428571429,33.6514285714286,1.96298373527762
"Shorea leprosula","DIPTEROCARPACEAE","Shorea","leprosula","NR",9,237.555555555556,18.4333333333333,0.504767246214246
"Shorea macrophylla","DIPTEROCARPACEAE","Shorea","macrophylla","NR",1,225,15.9,0.0560852495793606
"Shorea macroptera","DIPTEROCARPACEAE","Shorea","macroptera","NR",1,139,11.6,0.0560852495793606
"Shorea ovalis","DIPTEROCARPACEAE","Shorea","ovalis","NR",2,640.5,29.25,0.112170499158721
"Shorea ovata","DIPTEROCARPACEAE","Shorea","ovata","NR",3,289.333333333333,25.4666666666667,0.168255748738082
"Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia","NR",45,352.222222222222,26.8377777777778,2.52383623107123
"Shorea pauciflora","DIPTEROCARPACEAE","Shorea","pauciflora","NR",10,768.9,37.95,0.560852495793606
"Shorea seminis","DIPTEROCARPACEAE","Shorea","seminis","NR",7,336.142857142857,14.9714285714286,0.392596747055524
"Shorea superba","DIPTEROCARPACEAE","Shorea","superba","NR",8,434.125,29.5625,0.448681996634885
"Shorea unknown mixed","DIPTEROCARPACEAE","Shorea","unknown mixed","NR",9,208.777777777778,21.4555555555556,0.504767246214246
"Sindora irpicina","FABACEAE","Sindora","irpicina","NR",5,123.6,10.64,0.280426247896803
"Spathiostemon javensis","EUPHORBIACEAE","Spathiostemon","javensis","NR",1,114,4.8,0.0560852495793606
"Stemonurus grandifolius","STEMONURACEAE","Stemonurus","grandifolius","NR",1,155,20.8,0.0560852495793606
"Stemonurus scorpiodes","STEMONURACEAE","Stemonurus","scorpiodes","NR",2,198,19.35,0.112170499158721
"Sympetalandra unijug","FABACEAE","Sympetalandra","unijug","NR",1,139,10.2,0.0560852495793606
"Symplocos fasciculata","SYMPLOCACEAE","Symplocos","fasciculata","NR",20,162.9,8.35,1.12170499158721
"Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed","NR",43,189.139534883721,16.1976744186047,2.41166573191251
"Taulama gitingensis","MAGNOLIACEAE","Taulama","gitingensis","NR",3,185.666666666667,19.7333333333333,0.168255748738082
"Taulama unknown mixed","MAGNOLIACEAE","Taulama","unknown mixed","NR",1,203,25.1,0.0560852495793606
"Teijsmanniodendron unknown mixed","LAMIACEAE","Teijsmanniodendron","unknown mixed","NR",1,141,12.8,0.0560852495793606
"Triomma malaccensis","BURSERACEAE","Triomma","malaccensis","NR",1,108,19.9,0.0560852495793606
"Unknown species 8","ANNONACEAE","Unknown","species 8","NR",1,111,13.2,0.0560852495793606
"Unknown unknown mixed","ANNONACEAE","Unknown","unknown mixed","NR",3,141.333333333333,12.7,0.168255748738082
"Unknown unknown mixed","FABACEAE","Unknown","unknown mixed","NR",5,176,14.72,0.280426247896803
"Unknown unknown mixed","LAURACEAE","Unknown","unknown mixed","NR",4,289.5,15.625,0.224340998317443
"Unknown unknown mixed","LIANA","Unknown","unknown mixed","NR",17,140.823529411765,38.1823529411765,0.953449242849131
"Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed","NR",37,228.837837837838,17.8459459459459,2.07515423443634
"Unknown unknown mixed","RUBIACEAE","Unknown","unknown mixed","NR",16,269.75,22.075,0.89736399326977
"Unknown unknown mixed","SAPINDACEAE","Unknown","unknown mixed","NR",2,224.5,18.95,0.112170499158721
"Urophyllum  glabrum","RUBIACEAE","Urophyllum ","glabrum","NR",1,190,15.4,0.0560852495793606
"Vatica dulitensis","DIPTEROCARPACEAE","Vatica","dulitensis","NR",1,105,12.3,0.0560852495793606
"Vitex pinnata","LAMIACEAE","Vitex","pinnata","NR",6,223.833333333333,15.5,0.336511497476164
"Walsura pinnata","MELIACEAE","Walsura","pinnata","NR",4,186.75,16.875,0.224340998317443
"Xanthophyllum affine","POLYGALACEAE","Xanthophyllum","affine","NR",2,107,11.4,0.112170499158721
"Xanthophyllum unknown mixed","POLYGALACEAE","Xanthophyllum","unknown mixed","NR",15,188.266666666667,13.64,0.841278743690409
"Ziziphus angustifolius","RHAMNACEAE","Ziziphus","angustifolius","NR",2,223.5,20.55,0.112170499158721
