LastName	FirstName	DatasetID	Dataset	SpeciesName	AccSpeciesID	AccSpeciesName	ObservationID	ObsDataID	TraitID	TraitName	DataID	DataName	OriglName	OrigValueStr	OrigUnitStr	ValueKindName	OrigUncertaintyStr	UncertaintyName	Replicates	StdValue	UnitName	RelUncertaintyPercent	OrigObsDataID	ErrorRisk	Reference	Comment	StdValueStr	
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Sageraea lanceolata	47690	Sageraea lanceolata	2913760	26060290			113	Reference / source	Ref	Desch, H.E. 1996. Timber: structure, properties, conversion and use. 7th Edition. Palgrave Macm ...											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari excelsa	40317	Parinari excelsa	2913857	26060771			469	Identifier within contributed dataset (ID)	Number	11633											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari excelsa	40317	Parinari excelsa	2913857	26060772			846	Family	Family	Chrysobalanaceae											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari excelsa	40317	Parinari excelsa	2913857	26060773	4	Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density	4	Wood density; stem specific density; wood specific gravity (SSD)	Wood density (g/cm^3), oven dry mass/fresh volume	0.653609587	g/cm3	Single				0.653609587	g/cm3		3357308	0.359557	Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari excelsa	40317	Parinari excelsa	2913857	26060774			449	Location Region	Region	Africa (tropical)											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari excelsa	40317	Parinari excelsa	2913857	26060775			113	Reference / source	Ref	Kryn, J.M., and Fobes, E.W. 1959. The Woods of Liberia. Forest Products Laboratory Document No. ...											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia argentea	1742	Aglaia argentea	2913919	26061081			469	Identifier within contributed dataset (ID)	Number	473											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia argentea	1742	Aglaia argentea	2913919	26061082			846	Family	Family	Meliaceae											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia argentea	1742	Aglaia argentea	2913919	26061083	4	Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density	4	Wood density; stem specific density; wood specific gravity (SSD)	Wood density (g/cm^3), oven dry mass/fresh volume	0.66	g/cm3	Single				0.66	g/cm3		3332908	0.552551	Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia argentea	1742	Aglaia argentea	2913919	26061084			449	Location Region	Region	South-East Asia (tropical)											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia argentea	1742	Aglaia argentea	2913919	26061085			113	Reference / source	Ref	Desch, H.E. 1996. Timber: structure, properties, conversion and use. 7th Edition. Palgrave Macm ...											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia elliptica	1753	Aglaia elliptica	2913920	26061086			469	Identifier within contributed dataset (ID)	Number	484											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia elliptica	1753	Aglaia elliptica	2913920	26061087			846	Family	Family	Meliaceae											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia elliptica	1753	Aglaia elliptica	2913920	26061088	4	Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density	4	Wood density; stem specific density; wood specific gravity (SSD)	Wood density (g/cm^3), oven dry mass/fresh volume	0.66	g/cm3	Single				0.66	g/cm3		3332942	0.552551	Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia elliptica	1753	Aglaia elliptica	2913920	26061089			449	Location Region	Region	South-East Asia (tropical)											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia elliptica	1753	Aglaia elliptica	2913920	26061090			113	Reference / source	Ref	Soerjanegara and Lemmens, R.H.M.J. (Editors), 1994. PROSEA 5(1): Timber trees: Major commercial ...											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia grandis	1759	Aglaia grandis	2913922	26061096			469	Identifier within contributed dataset (ID)	Number	487											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia grandis	1759	Aglaia grandis	2913922	26061097			846	Family	Family	Meliaceae											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia grandis	1759	Aglaia grandis	2913922	26061098	4	Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density	4	Wood density; stem specific density; wood specific gravity (SSD)	Wood density (g/cm^3), oven dry mass/fresh volume	0.66	g/cm3	Single				0.66	g/cm3		29392943	0.552551	Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia grandis	1759	Aglaia grandis	2913922	26061099			449	Location Region	Region	South-East Asia (tropical)											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia grandis	1759	Aglaia grandis	2913922	26061100			113	Reference / source	Ref	Soerjanegara and Lemmens, R.H.M.J. (Editors), 1994. PROSEA 5(1): Timber trees: Major commercial ...											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia tomentosa	1787	Aglaia tomentosa	2913923	26061101			469	Identifier within contributed dataset (ID)	Number	521											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia tomentosa	1787	Aglaia tomentosa	2913923	26061102			846	Family	Family	Meliaceae											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia tomentosa	1787	Aglaia tomentosa	2913923	26061103	4	Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density	4	Wood density; stem specific density; wood specific gravity (SSD)	Wood density (g/cm^3), oven dry mass/fresh volume	0.66	g/cm3	Single				0.66	g/cm3		3333028	0.552551	Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia tomentosa	1787	Aglaia tomentosa	2913923	26061104			449	Location Region	Region	South-East Asia (tropical)											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Aglaia tomentosa	1787	Aglaia tomentosa	2913923	26061105			113	Reference / source	Ref	Oey Djoen Seng. 1951. in Soewarsono, P.H. 1990. Specific gravity of Indonesian Woods and Its Si ...											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Chionanthus macrocarpa	213649	Chionanthus macrocarpus	2913946	26061216			469	Identifier within contributed dataset (ID)	Number	3497											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Chionanthus macrocarpa	213649	Chionanthus macrocarpus	2913946	26061217			846	Family	Family	Oleaceae											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Chionanthus macrocarpa	213649	Chionanthus macrocarpus	2913946	26061218	4	Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density	4	Wood density; stem specific density; wood specific gravity (SSD)	Wood density (g/cm^3), oven dry mass/fresh volume	0.66	g/cm3	Single				0.66	g/cm3		3339658	1.09266	Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Chionanthus macrocarpa	213649	Chionanthus macrocarpus	2913946	26061219			449	Location Region	Region	South-East Asia (tropical)											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Chionanthus macrocarpa	213649	Chionanthus macrocarpus	2913946	26061220			113	Reference / source	Ref	Desch, H.E. 1996. Timber: structure, properties, conversion and use. 7th Edition. Palgrave Macm ...											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Dehaasia caesia	17112	Dehaasia caesia	2913950	26061236			469	Identifier within contributed dataset (ID)	Number	4868											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Dehaasia caesia	17112	Dehaasia caesia	2913950	26061237			846	Family	Family	Lauraceae											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Dehaasia caesia	17112	Dehaasia caesia	2913950	26061238	4	Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density	4	Wood density; stem specific density; wood specific gravity (SSD)	Wood density (g/cm^3), oven dry mass/fresh volume	0.66	g/cm3	Single				0.66	g/cm3		3342588	0.555429	Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Dehaasia caesia	17112	Dehaasia caesia	2913950	26061239			449	Location Region	Region	South-East Asia (tropical)											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Dehaasia caesia	17112	Dehaasia caesia	2913950	26061240			113	Reference / source	Ref	Martawijaya, A. et al. 1992. Indonesian Wood Atlas Vol. I. and II AFPRDC AFRD Department of For ...											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Lepisanthes tetraphylla	32853	Lepisanthes tetraphylla	2913979	26061381			469	Identifier within contributed dataset (ID)	Number	9142											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Lepisanthes tetraphylla	32853	Lepisanthes tetraphylla	2913979	26061382			846	Family	Family	Sapindaceae											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Lepisanthes tetraphylla	32853	Lepisanthes tetraphylla	2913979	26061383	4	Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density	4	Wood density; stem specific density; wood specific gravity (SSD)	Wood density (g/cm^3), oven dry mass/fresh volume	0.66	g/cm3	Single				0.66	g/cm3		3351890	0.817556	Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Lepisanthes tetraphylla	32853	Lepisanthes tetraphylla	2913979	26061384			449	Location Region	Region	South-East Asia (tropical)											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Lepisanthes tetraphylla	32853	Lepisanthes tetraphylla	2913979	26061385			113	Reference / source	Ref	Suzuki, E. 1999. Diversity in speci?c gravity and water content of wood among Bornean tropical  ...											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari excelsa	40317	Parinari excelsa	2913998	26061476			469	Identifier within contributed dataset (ID)	Number	11626											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari excelsa	40317	Parinari excelsa	2913998	26061477			846	Family	Family	Chrysobalanaceae											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari excelsa	40317	Parinari excelsa	2913998	26061478	4	Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density	4	Wood density; stem specific density; wood specific gravity (SSD)	Wood density (g/cm^3), oven dry mass/fresh volume	0.66	g/cm3	Single				0.66	g/cm3		3357326	0.371617	Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari excelsa	40317	Parinari excelsa	2913998	26061479			449	Location Region	Region	South America (tropical)											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari excelsa	40317	Parinari excelsa	2913998	26061480			113	Reference / source	Ref	Values compiled from various sources by the BDFFP project											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari excelsa	40317	Parinari excelsa	2913999	26061481			469	Identifier within contributed dataset (ID)	Number	11634											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari excelsa	40317	Parinari excelsa	2913999	26061482			846	Family	Family	Chrysobalanaceae											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari excelsa	40317	Parinari excelsa	2913999	26061483	4	Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density	4	Wood density; stem specific density; wood specific gravity (SSD)	Wood density (g/cm^3), oven dry mass/fresh volume	0.66	g/cm3	Single				0.66	g/cm3		3357326	0.371617	Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari excelsa	40317	Parinari excelsa	2913999	26061484			449	Location Region	Region	Africa (extratropical)											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari excelsa	40317	Parinari excelsa	2913999	26061485			113	Reference / source	Ref	Munishi, P.K.T., Maliondo, S.M., Temu, R.P.C., and Msanya, B.M. 2004. The Potential of Afromont ...											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari oblongifolia	40328	Parinari oblongifolia	2914001	26061491			469	Identifier within contributed dataset (ID)	Number	11657											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari oblongifolia	40328	Parinari oblongifolia	2914001	26061492			846	Family	Family	Chrysobalanaceae											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari oblongifolia	40328	Parinari oblongifolia	2914001	26061493	4	Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density	4	Wood density; stem specific density; wood specific gravity (SSD)	Wood density (g/cm^3), oven dry mass/fresh volume	0.66	g/cm3	Single				0.66	g/cm3		3357354	0.371617	Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari oblongifolia	40328	Parinari oblongifolia	2914001	26061494			449	Location Region	Region	South-East Asia (tropical)											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Parinari oblongifolia	40328	Parinari oblongifolia	2914001	26061495			113	Reference / source	Ref	Desch, H.E. 1996. Timber: structure, properties, conversion and use. 7th Edition. Palgrave Macm ...											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
Lopez-Gonzalez		413	Zanne et al. Global wood density database. 	Polyalthia rumphii	331526	Huberantha rumphii	2914008	26061526			469	Identifier within contributed dataset (ID)	Number	12453											Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009 Global wood density database. Dryad:Identifier: http://hdl.handle.net/10255/dryad.10235.			
